step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
1120,77056,2240,0.1095253947654049,1.0,1.0
1121,77138,2242,0.05085557246727618,1.0,1.0
1122,77204,2244,0.029146722166470518,1.0,1.0
1123,77270,2246,0.03418408705265273,1.0,1.0
1124,77336,2248,0.07932732849786053,1.0,1.0
1125,77402,2250,0.05037268773746848,1.0,1.0
1126,77468,2252,0.11666962643466619,1.0,1.0
1127,77534,2254,0.035797193066909115,1.0,1.0
1128,77616,2256,0.06663269397909942,1.0,1.0
1129,77682,2258,0.042828748931922435,1.0,1.0
1130,77732,2260,0.09361550714023205,1.0,1.0
1131,77798,2262,0.10941019737500889,1.0,1.0
1132,77864,2264,0.06951562862203087,1.0,1.0
1133,77930,2266,0.044881749343318594,1.0,1.0
1134,77980,2268,0.08239965227406808,1.0,1.0
1135,78062,2270,0.03934746247357431,1.0,1.0
1136,78144,2272,0.0562825318224948,1.0,1.0
1137,78226,2274,0.0511207601319705,1.0,1.0
1138,78292,2276,0.0628238707672681,1.0,1.0
1139,78374,2278,0.048687189145568376,1.0,1.0
1140,78424,2280,0.04354223469216656,1.0,1.0
1141,78506,2282,0.03848464349167827,1.0,1.0
1142,78588,2284,0.062312380682196244,1.0,1.0
1143,78654,2286,0.10634072556518818,1.0,1.0
1144,78720,2288,0.05973105045333896,1.0,1.0
1145,78786,2290,0.039881404012943204,1.0,1.0
1146,78852,2292,0.03981070223306063,1.0,1.0
1147,78918,2294,0.07281035051167653,1.0,1.0
1148,78968,2296,0.06305615813522607,1.0,1.0
1149,79034,2298,0.08973662197698377,1.0,1.0
1150,79084,2300,0.13684926261442648,1.0,1.0
1151,79166,2302,0.056713578394343614,1.0,1.0
1152,79232,2304,0.08349011388708422,1.0,1.0
1153,79314,2306,0.03507643954308747,1.0,1.0
1154,79396,2308,0.02760880875307592,1.0,1.0
1155,79478,2310,0.03593872851912053,1.0,1.0
1156,79560,2312,0.07726662245353666,0.5,0.9444444444444444
1157,79626,2314,0.0799463436367411,1.0,1.0
1158,79692,2316,0.03688186570954479,1.0,1.0
1159,79774,2318,0.03478630980873604,1.0,1.0
1160,79824,2320,0.08123118155391276,1.0,1.0
1161,79874,2322,0.08187912890550232,1.0,1.0
1162,79924,2324,0.0982087631963059,1.0,1.0
1163,79990,2326,0.04363310032191663,1.0,1.0
1164,80040,2328,0.09302383574190858,1.0,1.0
1165,80122,2330,0.029971724086272605,1.0,1.0
1166,80188,2332,0.039241826456434134,1.0,1.0
1167,80254,2334,0.05098070669884916,1.0,1.0
1168,80336,2336,0.050594100090795555,1.0,1.0
1169,80386,2338,0.048921338711769145,1.0,1.0
1170,80436,2340,0.057984578842592775,1.0,1.0
1171,80518,2342,0.02835139294223833,1.0,1.0
1172,80600,2344,0.03072970435329353,1.0,1.0
1173,80666,2346,0.03736163784766582,1.0,1.0
1174,80732,2348,0.04991841757614708,1.0,1.0
1175,80798,2350,0.028824424619919856,1.0,1.0
1176,80864,2352,0.03775693776532521,1.0,1.0
1177,80930,2354,0.050706456593113826,1.0,1.0
1178,80996,2356,0.042130511184418934,1.0,1.0
1179,81046,2358,0.12426254056927633,1.0,1.0
1180,81112,2360,0.0707892313248557,0.5,0.9285714285714286
1181,81178,2362,0.09197569483608206,1.0,1.0
1182,81260,2364,0.0400213246214635,1.0,1.0
1183,81326,2366,0.03372351646170979,1.0,1.0
1184,81392,2368,0.04324229717542032,1.0,1.0
1185,81442,2370,0.07884081079240843,1.0,1.0
1186,81508,2372,0.04472422401869523,1.0,1.0
1187,81574,2374,0.07996462175560134,1.0,1.0
1188,81624,2376,0.08686824775179645,1.0,1.0
1189,81706,2378,0.09697525246784251,1.0,1.0
1190,81772,2380,0.060944323002843255,1.0,1.0
1191,81854,2382,0.03529807506135068,1.0,1.0
1192,81920,2384,0.05091189874789847,1.0,1.0
1193,81986,2386,0.11333211419001829,1.0,1.0
1194,82068,2388,0.04320953621792029,1.0,1.0
1195,82134,2390,0.0452726634893736,1.0,1.0
1196,82184,2392,0.08529282126686817,1.0,1.0
1197,82234,2394,0.06911582719812753,1.0,1.0
1198,82300,2396,0.047164641796985055,1.0,1.0
1199,82350,2398,0.042311390041835754,1.0,1.0
1200,82416,2400,0.08374488258571197,1.0,1.0
1201,82498,2402,0.02461250498278901,1.0,1.0
1202,82580,2404,0.03474206163321583,1.0,1.0
1203,82646,2406,0.04483934790744612,1.0,1.0
1204,82712,2408,0.0882422835978076,1.0,1.0
1205,82794,2410,0.02296864832502251,1.0,1.0
1206,82844,2412,0.059261113739305905,1.0,1.0
1207,82910,2414,0.05945454097877754,1.0,1.0
1208,82976,2416,0.03396313764535197,1.0,1.0
1209,83058,2418,0.046836677256913796,1.0,1.0
1210,83124,2420,0.06828797681062042,1.0,1.0
1211,83190,2422,0.04513047116199474,1.0,1.0
1212,83272,2424,0.0430298624411027,1.0,1.0
1213,83354,2426,0.036691292315691834,1.0,1.0
1214,83420,2428,0.07915372965890308,1.0,1.0
1215,83486,2430,0.06431532567939016,1.0,1.0
1216,83552,2432,0.08868423405593048,1.0,1.0
1217,83602,2434,0.10622555253981053,1.0,1.0
1218,83684,2436,0.08439866755424225,1.0,1.0
1219,83734,2438,0.08104212878243,1.0,1.0
1220,83800,2440,0.05354883442816405,1.0,1.0
1221,83866,2442,0.06547850010198814,1.0,1.0
1222,83932,2444,0.025973661503616838,1.0,1.0
1223,83998,2446,0.06977687993282017,1.0,1.0
1224,84064,2448,0.07435733460386658,1.0,1.0
1225,84130,2450,0.031234643387537633,1.0,1.0
1226,84196,2452,0.07180051876436262,1.0,1.0
1227,84262,2454,0.045923504882916966,1.0,1.0
1228,84328,2456,0.04553385012851496,1.0,1.0
1229,84410,2458,0.02506209605481672,1.0,1.0
1230,84476,2460,0.03225646819147912,1.0,1.0
1231,84526,2462,0.11540192303051146,1.0,1.0
1232,84608,2464,0.026888228739914272,1.0,1.0
1233,84674,2466,0.04939283175569567,1.0,1.0
1234,84740,2468,0.06478382486631809,1.0,1.0
1235,84790,2470,0.09390167637864882,1.0,1.0
1236,84856,2472,0.06615982329440848,1.0,1.0
1237,84922,2474,0.1078625903443118,0.5,0.9375
1238,85004,2476,0.03318959514672439,1.0,1.0
1239,85070,2478,0.047114058631686495,1.0,1.0
1240,85136,2480,0.1467582479759994,1.0,1.0
1241,85202,2482,0.029709301961415413,1.0,1.0
1242,85284,2484,0.05741235555396075,1.0,1.0
1243,85350,2486,0.053216577952032294,1.0,1.0
1244,85416,2488,0.11589242292850344,1.0,1.0
1245,85482,2490,0.07072962834963725,1.0,1.0
1246,85564,2492,0.026583863079092256,1.0,1.0
1247,85614,2494,0.08265709595680827,1.0,1.0
1248,85680,2496,0.05839682252377365,1.0,1.0
1249,85762,2498,0.07711955573218063,1.0,1.0
1250,85844,2500,0.1052622963729033,1.0,1.0
1251,85910,2502,0.04296856939732514,1.0,1.0
1252,85976,2504,0.08877329074222771,1.0,1.0
1253,86042,2506,0.09166543735773339,1.0,1.0
1254,86108,2508,0.038287165471602116,1.0,1.0
1255,86174,2510,0.06634632080301799,1.0,1.0
1256,86224,2512,0.06728619660447066,1.0,1.0
1257,86290,2514,0.06855928879916817,1.0,1.0
1258,86372,2516,0.10003612837357823,1.0,1.0
1259,86454,2518,0.04073677963963107,1.0,1.0
1260,86520,2520,0.049857119545728065,1.0,1.0
1261,86570,2522,0.05886687416047116,1.0,1.0
1262,86636,2524,0.05325579163789982,1.0,1.0
1263,86702,2526,0.04460315623438263,1.0,1.0
1264,86768,2528,0.08575214527580925,1.0,1.0
1265,86834,2530,0.07836011457026086,1.0,1.0
1266,86884,2532,0.0478788894759992,1.0,1.0
1267,86966,2534,0.03909551827609491,1.0,1.0
1268,87032,2536,0.11153917031623309,1.0,1.0
1269,87098,2538,0.03648620502232914,1.0,1.0
1270,87148,2540,0.08844255993666177,1.0,1.0
1271,87198,2542,0.10826823105874722,1.0,1.0
1272,87280,2544,0.06309446935527876,1.0,1.0
1273,87362,2546,0.07788393530967383,1.0,1.0
1274,87428,2548,0.05983557160586229,1.0,1.0
1275,87478,2550,0.10046472373007308,1.0,1.0
1276,87544,2552,0.10046881497705372,1.0,1.0
1277,87610,2554,0.058369402638298415,1.0,1.0
1278,87676,2556,0.06996085650220714,1.0,1.0
1279,87742,2558,0.06387084951005272,1.0,1.0
1280,87808,2560,0.0439040709230623,1.0,1.0
1281,87874,2562,0.06142824213052785,1.0,1.0
1282,87940,2564,0.03220050753873887,1.0,1.0
1283,88006,2566,0.05156857340515053,1.0,1.0
1284,88072,2568,0.03931498910952929,1.0,1.0
1285,88138,2570,0.055491916063074014,1.0,1.0
1286,88220,2572,0.0680774654638239,1.0,1.0
1287,88302,2574,0.06694573467263279,1.0,1.0
1288,88368,2576,0.04120583318376521,1.0,1.0
1289,88450,2578,0.028790452225698825,1.0,1.0
1290,88516,2580,0.14318488904962656,1.0,1.0
1291,88582,2582,0.14506824112136202,1.0,1.0
1292,88664,2584,0.060204218755297426,1.0,1.0
1293,88746,2586,0.043633302227306,1.0,1.0
1294,88828,2588,0.030699170251124713,1.0,1.0
1295,88894,2590,0.054670433595667416,1.0,1.0
1296,88960,2592,0.0899790436452724,1.0,1.0
1297,89026,2594,0.07930457525036906,1.0,1.0
1298,89092,2596,0.03547691301942973,1.0,1.0
1299,89174,2598,0.026711605266165468,1.0,1.0
1300,89256,2600,0.06397724087346604,1.0,1.0
1301,89338,2602,0.09777911766998645,1.0,1.0
1302,89420,2604,0.058357880500833334,1.0,1.0
1303,89502,2606,0.05912600043653822,1.0,1.0
1304,89568,2608,0.03070254627042495,1.0,1.0
1305,89650,2610,0.04564849230237481,1.0,1.0
1306,89732,2612,0.03409097151349116,1.0,1.0
1307,89782,2614,0.08959285955505342,1.0,1.0
1308,89864,2616,0.06364368881525263,1.0,1.0
1309,89914,2618,0.055250772748782144,1.0,1.0
1310,89996,2620,0.060640218191586825,1.0,1.0
1311,90062,2622,0.042330981817202545,1.0,1.0
1312,90128,2624,0.08559399160899712,1.0,1.0
1313,90194,2626,0.04285182299858779,1.0,1.0
1314,90244,2628,0.07777213708079174,1.0,1.0
1315,90310,2630,0.0840964805550844,1.0,1.0
1316,90392,2632,0.0771046873321313,1.0,1.0
1317,90474,2634,0.07178029308411168,1.0,1.0
1318,90556,2636,0.06128153053859962,1.0,1.0
1319,90622,2638,0.036717893361808515,1.0,1.0
1320,90672,2640,0.11011700947332677,1.0,1.0
1321,90738,2642,0.07703444260357026,1.0,1.0
1322,90804,2644,0.042102891831692274,1.0,1.0
1323,90870,2646,0.0330303240947623,1.0,1.0
1324,90936,2648,0.10733720471040212,1.0,1.0
1325,91002,2650,0.06920745939190227,1.0,1.0
1326,91068,2652,0.038212293380656084,1.0,1.0
1327,91134,2654,0.06361325070660465,1.0,1.0
1328,91200,2656,0.09130345295005995,1.0,1.0
1329,91266,2658,0.08350609166266008,1.0,1.0
1330,91332,2660,0.07893385581426386,1.0,1.0
1331,91414,2662,0.03672445675218228,1.0,1.0
1332,91496,2664,0.03423072538183533,1.0,1.0
1333,91562,2666,0.06234750981728997,1.0,1.0
1334,91628,2668,0.031826176397109274,1.0,1.0
1335,91694,2670,0.07030336731544051,1.0,1.0
1336,91760,2672,0.0256073593930152,1.0,1.0
1337,91842,2674,0.0555857156469034,1.0,1.0
1338,91924,2676,0.0409443377161546,1.0,1.0
1339,91990,2678,0.038570807096794904,1.0,1.0
1340,92056,2680,0.06544181746288254,1.0,1.0
1341,92122,2682,0.03272559984038708,1.0,1.0
1342,92204,2684,0.06525341448988571,1.0,1.0
1343,92254,2686,0.05035636397917074,1.0,1.0
1344,92320,2688,0.08740865483077301,1.0,1.0
1345,92402,2690,0.031058586281801616,1.0,1.0
1346,92468,2692,0.04127891238184169,1.0,1.0
1347,92550,2694,0.03487612231491412,1.0,1.0
1348,92632,2696,0.07206923194247325,1.0,1.0
1349,92698,2698,0.06658710175539628,1.0,1.0
1350,92764,2700,0.04745957387150366,1.0,1.0
1351,92846,2702,0.06024967800815262,1.0,1.0
1352,92912,2704,0.05845354894138168,1.0,1.0
1353,92962,2706,0.07112320610083293,1.0,1.0
1354,93028,2708,0.07802414155538882,1.0,1.0
1355,93094,2710,0.058299699692723014,1.0,1.0
1356,93176,2712,0.1179483529703026,1.0,1.0
1357,93242,2714,0.07333123378134498,1.0,1.0
1358,93308,2716,0.08183119942050739,1.0,1.0
1359,93374,2718,0.027446128720802362,1.0,1.0
1360,93456,2720,0.04431932186626685,1.0,1.0
1361,93538,2722,0.04444047469884581,1.0,1.0
1362,93620,2724,0.028993743722697758,1.0,1.0
1363,93686,2726,0.09248486643075005,1.0,1.0
1364,93736,2728,0.10031954976041202,1.0,1.0
1365,93802,2730,0.08915543723366066,1.0,1.0
1366,93884,2732,0.023750744900392817,1.0,1.0
1367,93966,2734,0.03432555805228611,1.0,1.0
1368,94048,2736,0.02868241382879915,1.0,1.0
1369,94130,2738,0.04811285653654807,1.0,1.0
1370,94196,2740,0.05097453016471914,1.0,1.0
1371,94262,2742,0.03977052475970897,1.0,1.0
1372,94328,2744,0.0421688378606028,1.0,1.0
1373,94394,2746,0.04093382995410191,1.0,1.0
1374,94460,2748,0.07291912576359183,1.0,1.0
1375,94558,2750,0.03429181609040655,1.0,1.0
1376,94624,2752,0.029469641265024115,1.0,1.0
1377,94690,2754,0.06443383386417736,1.0,1.0
1378,94740,2756,0.04241418442594072,1.0,1.0
1379,94806,2758,0.04394377108562396,1.0,1.0
1380,94856,2760,0.06429519748516982,1.0,1.0
1381,94906,2762,0.05732758822923145,1.0,1.0
1382,94988,2764,0.04474148749651728,1.0,1.0
1383,95054,2766,0.03554301507203003,1.0,1.0
1384,95104,2768,0.0776569734431206,1.0,1.0
1385,95170,2770,0.07892948940349367,1.0,1.0
1386,95236,2772,0.07649419140382853,1.0,1.0
1387,95318,2774,0.035510524231971916,1.0,1.0
1388,95400,2776,0.04886426483272601,1.0,1.0
1389,95466,2778,0.07053152695672137,1.0,1.0
1390,95548,2780,0.05840313376472041,1.0,1.0
1391,95630,2782,0.027815723876108513,1.0,1.0
1392,95696,2784,0.0759381792303895,1.0,1.0
1393,95762,2786,0.05378257661705632,1.0,1.0
1394,95844,2788,0.031840535914296315,1.0,1.0
1395,95926,2790,0.048971917700823264,1.0,1.0
1396,96008,2792,0.04561575892172258,1.0,1.0
1397,96090,2794,0.047508300553736296,1.0,1.0
1398,96172,2796,0.06097746538265745,1.0,1.0
1399,96238,2798,0.06357574948319389,1.0,1.0
1400,96304,2800,0.045659943886060005,1.0,1.0
1401,96370,2802,0.07793888743976196,1.0,1.0
1402,96436,2804,0.052073442923648156,1.0,1.0
1403,96518,2806,0.054835125951700904,1.0,1.0
1404,96584,2808,0.04594189559690208,1.0,1.0
1405,96650,2810,0.033652090321817735,1.0,1.0
1406,96716,2812,0.028829077547503877,1.0,1.0
1407,96782,2814,0.048448370814829646,1.0,1.0
1408,96864,2816,0.031471644911433574,1.0,1.0
1409,96946,2818,0.03893728561503708,1.0,1.0
1410,97012,2820,0.04672783518157818,1.0,1.0
1411,97078,2822,0.0442544900450514,1.0,1.0
1412,97144,2824,0.042648828981683595,1.0,1.0
1413,97226,2826,0.036762448575776006,1.0,1.0
1414,97276,2828,0.052745856695972065,1.0,1.0
1415,97358,2830,0.04766671168731023,1.0,1.0
1416,97424,2832,0.04580386185116901,1.0,1.0
1417,97506,2834,0.05756680280548082,1.0,1.0
1418,97588,2836,0.04763554268510721,1.0,1.0
1419,97654,2838,0.07175720190963109,1.0,1.0
1420,97720,2840,0.04514521369952576,1.0,1.0
1421,97786,2842,0.05929576069143998,1.0,1.0
1422,97836,2844,0.06147686619104319,1.0,1.0
1423,97902,2846,0.05551605758961458,1.0,1.0
1424,97968,2848,0.043958769896431354,1.0,1.0
1425,98050,2850,0.0407692488096372,1.0,1.0
1426,98100,2852,0.0871283910139347,1.0,1.0
1427,98182,2854,0.02703847015808474,1.0,1.0
1428,98248,2856,0.02905828526465193,1.0,1.0
1429,98298,2858,0.2341120526258029,0.5,0.9090909090909091
1430,98364,2860,0.04681262204913468,1.0,1.0
1431,98430,2862,0.08202305510583555,1.0,1.0
1432,98496,2864,0.061241067717485366,1.0,1.0
1433,98562,2866,0.02860256903970395,1.0,1.0
1434,98644,2868,0.09620206009921203,1.0,1.0
1435,98710,2870,0.038582876456409385,1.0,1.0
1436,98776,2872,0.03280080752883911,1.0,1.0
1437,98858,2874,0.027791860728883473,1.0,1.0
1438,98924,2876,0.07214485323119514,1.0,1.0
1439,98990,2878,0.034582800593093,1.0,1.0
1440,99072,2880,0.024966144555655316,1.0,1.0
1441,99122,2882,0.03862241922417837,1.0,1.0
1442,99188,2884,0.04331797183160103,1.0,1.0
1443,99238,2886,0.09674782976696221,1.0,1.0
1444,99320,2888,0.13442414164390298,1.0,1.0
1445,99386,2890,0.06900358835928469,1.0,1.0
1446,99452,2892,0.08350257495628079,1.0,1.0
1447,99534,2894,0.07827823501344423,1.0,1.0
1448,99616,2896,0.04715187857700083,1.0,1.0
1449,99666,2898,0.05249981517278571,1.0,1.0
1450,99732,2900,0.04804612307654335,1.0,1.0
1451,99798,2902,0.04039388309166836,1.0,1.0
1452,99864,2904,0.0652266655508532,1.0,1.0
1453,99930,2906,0.07672570639334407,1.0,1.0
1454,100012,2908,0.046317957237845465,1.0,1.0
1455,100078,2910,0.040109378563456276,1.0,1.0
1456,100144,2912,0.061796831597378,1.0,1.0
1457,100226,2914,0.14016402118902307,0.5,0.9333333333333333
1458,100292,2916,0.04559666031056686,1.0,1.0
1459,100374,2918,0.04481302750452951,1.0,1.0
1460,100440,2920,0.028974822047280926,1.0,1.0
1461,100490,2922,0.08943714020886283,1.0,1.0
1462,100556,2924,0.13524433097605928,1.0,1.0
1463,100622,2926,0.046506071921054826,1.0,1.0
1464,100672,2928,0.0799836885340587,1.0,1.0
1465,100738,2930,0.05044572595702261,1.0,1.0
1466,100788,2932,0.04374757677707066,1.0,1.0
1467,100854,2934,0.04406819597659606,1.0,1.0
1468,100920,2936,0.03916384338026138,1.0,1.0
1469,101002,2938,0.031888945149302614,1.0,1.0
1470,101084,2940,0.03796089520301827,1.0,1.0
1471,101150,2942,0.03375535331715827,1.0,1.0
1472,101216,2944,0.063557163553696,1.0,1.0
1473,101282,2946,0.03865075921992727,1.0,1.0
1474,101348,2948,0.09528643341284777,1.0,1.0
1475,101414,2950,0.030579939724864863,1.0,1.0
1476,101464,2952,0.07238228452103405,1.0,1.0
1477,101514,2954,0.11097196387684889,1.0,1.0
1478,101580,2956,0.04506891792794364,1.0,1.0
1479,101646,2958,0.048644355507066986,1.0,1.0
1480,101728,2960,0.04636041840447685,1.0,1.0
1481,101794,2962,0.06340339953988093,1.0,1.0
1482,101860,2964,0.0351928006227432,1.0,1.0
1483,101942,2966,0.02367529909353564,1.0,1.0
1484,102024,2968,0.030997222853410982,1.0,1.0
1485,102090,2970,0.060108675665055296,1.0,1.0
1486,102156,2972,0.02775284005698246,1.0,1.0
1487,102238,2974,0.04781310647411133,1.0,1.0
1488,102304,2976,0.0442563630206589,1.0,1.0
1489,102370,2978,0.04706941987456634,1.0,1.0
1490,102452,2980,0.16121866357657094,0.5,0.9230769230769231
1491,102534,2982,0.026367857848886872,1.0,1.0
1492,102584,2984,0.19610771375479416,0.5,0.875
1493,102650,2986,0.03594573454540058,1.0,1.0
1494,102716,2988,0.04626952931670445,1.0,1.0
1495,102798,2990,0.0449982193118791,1.0,1.0
1496,102864,2992,0.07335028922235462,1.0,1.0
1497,102930,2994,0.06627750902695428,1.0,1.0
1498,103012,2996,0.09069169647063288,1.0,1.0
1499,103078,2998,0.04726285425568477,1.0,1.0
1500,103160,3000,0.09372629639061386,1.0,1.0
1501,103242,3002,0.03182743056852676,1.0,1.0
1502,103324,3004,0.06066234495129034,1.0,1.0
1503,103406,3006,0.037494403207645494,1.0,1.0
1504,103488,3008,0.07377043478742835,1.0,1.0
1505,103554,3010,0.053005107111656,1.0,1.0
1506,103620,3012,0.1174109940043973,1.0,1.0
1507,103686,3014,0.057127063956922186,1.0,1.0
1508,103768,3016,0.03169699808098288,1.0,1.0
1509,103850,3018,0.07721357396110151,1.0,1.0
1510,103932,3020,0.05384633327202365,1.0,1.0
1511,104014,3022,0.052705024909028106,1.0,1.0
1512,104096,3024,0.04455700452190684,1.0,1.0
1513,104178,3026,0.03631452014014439,1.0,1.0
1514,104244,3028,0.1186326665058668,0.5,0.9375
1515,104310,3030,0.05227537747245954,1.0,1.0
1516,104376,3032,0.028782937227504846,1.0,1.0
1517,104442,3034,0.040874479003422115,1.0,1.0
1518,104524,3036,0.03015581262554292,1.0,1.0
1519,104606,3038,0.0212210110351451,1.0,1.0
1520,104672,3040,0.053055208218438565,1.0,1.0
1521,104722,3042,0.1049239827653075,1.0,1.0
1522,104788,3044,0.029205098645157433,1.0,1.0
1523,104854,3046,0.05389044437871142,1.0,1.0
1524,104904,3048,0.04354570496305049,1.0,1.0
1525,104986,3050,0.028001178149723673,1.0,1.0
1526,105036,3052,0.03694952134139176,1.0,1.0
1527,105102,3054,0.036760335493224446,1.0,1.0
1528,105168,3056,0.2624257328957256,0.5,0.8333333333333334
1529,105234,3058,0.07736567406830606,1.0,1.0
1530,105284,3060,0.07319303126751915,1.0,1.0
1531,105350,3062,0.02649530038791039,1.0,1.0
1532,105432,3064,0.0406763618812198,1.0,1.0
1533,105514,3066,0.05883735575869646,1.0,1.0
1534,105564,3068,0.07838638526056532,1.0,1.0
1535,105630,3070,0.09123775891900295,1.0,1.0
1536,105712,3072,0.09031039411283018,1.0,1.0
1537,105794,3074,0.0347367557802362,1.0,1.0
1538,105876,3076,0.030078448476855903,1.0,1.0
1539,105958,3078,0.05776955911093819,1.0,1.0
1540,106024,3080,0.08872158474081111,1.0,1.0
1541,106090,3082,0.03901302096581585,1.0,1.0
1542,106172,3084,0.028916656307539024,1.0,1.0
1543,106254,3086,0.06426292016023126,1.0,1.0
1544,106336,3088,0.09701080730418396,1.0,1.0
1545,106402,3090,0.06417891676852605,1.0,1.0
1546,106468,3092,0.03826789819269934,1.0,1.0
1547,106534,3094,0.09491803885519842,1.0,1.0
1548,106616,3096,0.021652088755550098,1.0,1.0
1549,106698,3098,0.026606320334839915,1.0,1.0
1550,106748,3100,0.04635593090786016,1.0,1.0
1551,106814,3102,0.022860151192886004,1.0,1.0
1552,106880,3104,0.04920802287858455,1.0,1.0
1553,106946,3106,0.058579290424627006,1.0,1.0
1554,107012,3108,0.04621136569694571,1.0,1.0
1555,107078,3110,0.0534485657185936,1.0,1.0
1556,107160,3112,0.016955835286211248,1.0,1.0
1557,107210,3114,0.10006105842663994,1.0,1.0
1558,107276,3116,0.07858393819198516,1.0,1.0
1559,107326,3118,0.07913322811482336,1.0,1.0
1560,107408,3120,0.037407780689054954,1.0,1.0
1561,107458,3122,0.04911434083930619,1.0,1.0
1562,107540,3124,0.06892833051926692,1.0,1.0
1563,107606,3126,0.042152245033998524,1.0,1.0
1564,107672,3128,0.036215618289797476,1.0,1.0
1565,107722,3130,0.11851471518867078,1.0,1.0
1566,107788,3132,0.033071671531655154,1.0,1.0
1567,107854,3134,0.09553112757304302,1.0,1.0
1568,107920,3136,0.0493548899537041,1.0,1.0
1569,108002,3138,0.09080532024291788,1.0,1.0
1570,108068,3140,0.08582693817336491,0.5,0.9230769230769231
1571,108118,3142,0.06224387755664817,1.0,1.0
1572,108200,3144,0.028930690148225156,1.0,1.0
1573,108266,3146,0.04054886873131239,1.0,1.0
1574,108348,3148,0.03172978758315932,1.0,1.0
1575,108430,3150,0.026147264582002942,1.0,1.0
1576,108496,3152,0.055624971687015544,1.0,1.0
1577,108546,3154,0.07594230829908687,1.0,1.0
1578,108612,3156,0.045969513024003206,1.0,1.0
1579,108678,3158,0.03981760612636123,1.0,1.0
1580,108760,3160,0.05548955979618697,1.0,1.0
1581,108826,3162,0.05325689855422518,1.0,1.0
1582,108876,3164,0.04346561358279171,1.0,1.0
1583,108942,3166,0.054278698631530634,1.0,1.0
1584,109008,3168,0.03868843554612727,1.0,1.0
1585,109090,3170,0.04779685331152049,1.0,1.0
1586,109172,3172,0.043227455546975616,1.0,1.0
1587,109238,3174,0.02995752789310462,1.0,1.0
1588,109304,3176,0.05432414006962603,1.0,1.0
1589,109370,3178,0.04191286139905173,1.0,1.0
1590,109436,3180,0.10084093705814752,1.0,1.0
1591,109518,3182,0.02319584018455771,1.0,1.0
1592,109600,3184,0.013520470143631372,1.0,1.0
1593,109666,3186,0.051669685133602886,1.0,1.0
1594,109732,3188,0.04307525925673161,1.0,1.0
1595,109798,3190,0.0657363025863246,1.0,1.0
1596,109880,3192,0.04312100785319671,1.0,1.0
1597,109962,3194,0.05453849478135666,1.0,1.0
1598,110028,3196,0.10611225594837546,1.0,1.0
1599,110094,3198,0.040159016896576465,1.0,1.0
1600,110160,3200,0.07775478112937578,1.0,1.0
1601,110226,3202,0.02865171894406178,1.0,1.0
1602,110308,3204,0.04998051958425446,1.0,1.0
1603,110374,3206,0.04662702403684964,1.0,1.0
1604,110440,3208,0.060240454272330976,1.0,1.0
1605,110506,3210,0.020493127052065317,1.0,1.0
1606,110572,3212,0.05392639548737323,1.0,1.0
1607,110654,3214,0.028958645648743724,1.0,1.0
1608,110720,3216,0.034544189683246046,1.0,1.0
1609,110786,3218,0.04048912139137713,1.0,1.0
1610,110852,3220,0.11015662474619249,1.0,1.0
1611,110934,3222,0.021581755946078827,1.0,1.0
1612,111000,3224,0.10865482036105548,1.0,1.0
1613,111066,3226,0.07288914468395973,1.0,1.0
1614,111132,3228,0.0712038759742974,1.0,1.0
1615,111182,3230,0.048177653289027476,1.0,1.0
1616,111248,3232,0.02912756565967225,1.0,1.0
1617,111330,3234,0.0290214855305419,1.0,1.0
1618,111396,3236,0.056180719088213135,1.0,1.0
1619,111462,3238,0.057757071106511404,1.0,1.0
1620,111528,3240,0.07616956141024295,1.0,1.0
1621,111594,3242,0.03522690690528135,1.0,1.0
1622,111676,3244,0.057164597632851165,1.0,1.0
1623,111758,3246,0.07129264137366803,1.0,1.0
1624,111840,3248,0.0499871230996797,1.0,1.0
1625,111906,3250,0.07747554160878546,1.0,1.0
1626,111972,3252,0.035951104659331004,1.0,1.0
1627,112054,3254,0.024335766943977186,1.0,1.0
1628,112120,3256,0.07696582715770317,1.0,1.0
1629,112170,3258,0.06609498923802189,1.0,1.0
1630,112252,3260,0.03423240931794595,1.0,1.0
1631,112318,3262,0.038321033187753525,1.0,1.0
1632,112400,3264,0.030612021623397545,1.0,1.0
1633,112482,3266,0.029215847018950823,1.0,1.0
1634,112548,3268,0.06063112720744411,1.0,1.0
1635,112614,3270,0.09148860942359338,1.0,1.0
1636,112680,3272,0.05440342421671006,1.0,1.0
1637,112730,3274,0.057738568800654866,1.0,1.0
1638,112796,3276,0.056947429987728525,1.0,1.0
1639,112862,3278,0.039346797984388185,1.0,1.0
1640,112928,3280,0.05874707788312455,1.0,1.0
1641,112994,3282,0.04906501593919255,1.0,1.0
1642,113076,3284,0.0723135720226864,1.0,1.0
1643,113142,3286,0.03405560701913046,1.0,1.0
1644,113192,3288,0.09955189426575922,1.0,1.0
1645,113242,3290,0.06502562947948712,1.0,1.0
1646,113308,3292,0.09204531205951126,1.0,1.0
1647,113358,3294,0.094910004322873,1.0,1.0
1648,113424,3296,0.054011823829014115,1.0,1.0
1649,113490,3298,0.03440741692991818,1.0,1.0
1650,113556,3300,0.03907686700698818,1.0,1.0
1651,113622,3302,0.09355706915719679,1.0,1.0
1652,113688,3304,0.05414389898821864,1.0,1.0
1653,113786,3306,0.02195126858146228,1.0,1.0
1654,113852,3308,0.08288741683606067,1.0,1.0
